"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL030","PL035","PL015","PL020","PL025","PL040","PL050","PL060","PL070","PL072","PL100","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PL210A","PL210B","PL210C","PL210D","PL210E","PL210F","PL210G","PL210H","PL210I","PL210J","PL210K","PL210L","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY020N","PY035N","PY070N","PY010G","PY020G","PY021G","PY030G","PY035G","PY050G","PY070G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PX030","PX040","PX020","PX050","PX010","PY031G","PL110"
"2007","DK",1135991,460.174672489083,"663.6859","2","2007","NA","2",1943,"1","2","2","DK","2","NA","3","5","NA","NA","2","NA","3",,"38","12","0","NA","NA","13","NA","NA","NA","NA","NA","NA","1","NA","NA","1","NA","NA","1","1","1","NA","1","NA","1","1","2","2","NA","2","NA",1,1,1,0,0,0,164,818,0,0,,0,136570,0,0,25277,0,1,113599,"3",63,"1","7.4591",1,"NA"
"2007","DK",1135992,460.174672489083,"NA","2","2007","NA","1",1947,"2","2","1","DK","2","NA","2","1","NA","NA","NA","NA","3","0 - 1","45","12","0","NA","NA","12","NA","2","1","NA","NA","NA","NA","1","1","NA","NA","NA","NA","1","1","1","NA","1","NA","2","3","NA","NA","NA","NA",1,1,1,48361,0,0,0,0,0,0,,0,0,0,0,0,0,1,113599,"3",59,"4","7.4591",1,"NA"
"2007","DK",1135993,460.174672489083,"523.6555","1","2007","NA","3",1979,"2","1","1","DK","2","5","2","4","NA","1","2","NA","NA","5","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","7","NA","3","6","NA","6","NA","6","NA","NA","NA","2","1","3","2","NA","2","NA",1,1,1,21754,0,0,4719,0,0,0,,0,0,0,0,0,0,1,113599,"2",27,"1","7.4591",1,"NA"
"2007","DK",1136001,460.174672489083,"614.3996","2","2007","NA","1",1969,"2","2","1","DK","2","NA","2","3","NA","NA","NA","NA","3",,"32","12","0","NA","6","12","NA","2","NA","NA","NA","NA","NA","1","1","1","1","1","1","1","NA","1","NA","NA","2","NA","NA","NA","NA","NA","NA",1,1,1,22821,0,0,4523,0,15,0,,15909,0,0,5813,0,0,1,113600,"3",37,"1","7.4591",1,"NA"
"2007","DK",1136003,460.174672489083,"NA","2","2007","NA","4",1967,"1","2","3","DK","2","NA","3","1","NA","NA","NA","NA","3","4","39","0","0","NA","NA","13","NA","2","1","NA","NA","NA","NA","NA","NA","NA","1","1","1","1","NA","1","NA","1","NA","2","NA","2","NA","NA","NA",1,1,1,35035,0,0,3022,0,0,0,,22620,0,0,344,0,0,1,113600,"2",39,"1","7.4591",1,"o"
"2007","DK",1136071,460.174672489083,"511.2864","1","2007","NA","4",1972,"2","1","1","Other","2","NA","2","3","NA","NA","NA","NA","3",,"40","0","0","NA","2","NA","1","2","2","1","NA","NA","1","NA","NA","3","NA","NA","NA","1","1","1","1","NA","1","NA","3","NA","NA","2","NA",1,1,1,16839,0,0,4530,0,0,0,,18445,0,0,0,0,0,1,113607,"2",34,"1","7.4591",1,"NA"
"2007","DK",1136072,460.174672489083,"NA","2","2007","NA","3",1969,"1","2","1","DK","2","NA","3","1","NA","NA","NA","NA","1","3","37","12","0","NA","NA","NA","1","NA","NA","NA","NA","NA","1","3","NA","1","1","1","6","NA","3","1","1","1","1","2","3","NA","NA","2","NA",1,1,1,58828,0,0,8911,0,-3502,0,,0,0,0,0,0,0,1,113607,"2",37,"3","7.4591",1,"NA"
"2007","DK",1136161,460.174672489083,"NA","NA","2007","NA","3",1951,"1","2","1","DK","2","NA","3","1","NA","NA","NA","NA","3","8","35","12","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","1","8","3","NA","8","3","NA","1","6","1","2","NA","NA","NA","NA","NA",1,1,1,99268,0,0,0,0,0,0,,1036,0,0,0,0,0,1,113616,"2",55,"1","7.4591",1,"f"
"2007","DK",1136162,460.174672489083,"2292.191","1","2007","NA","3",1988,"2","1","1","DK","1","NA","2","4","NA","NA","2","NA","NA",,"NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","NA","NA","7","7","8","7","NA","NA","NA","7","8","4","NA","3","2","NA","NA","NA",1,1,1,2501,0,0,0,0,0,0,,0,0,0,0,0,0,1,113616,"3",18,"1","7.4591",1,"NA"
"2007","DK",1136163,460.174672489083,"910.6192","1","2007","NA","2",1957,"2","2","1","DK","2","NA","5","1","NA","NA","NA","NA","3","9","37","12","0","NA","NA","NA","1","NA","2","NA","NA","NA","1","NA","1","NA","1","NA","1","NA","6","1","1","1","1","2","3","2","NA","2","NA",1,1,1,0,0,0,0,3429,47193,0,,0,0,0,215,0,0,1,113616,"2",49,"1","7.4591",1,"h"
"2007","DK",1136231,460.174672489083,"NA","2","2007","NA","4",1956,"1","2","3","DK","2","NA","5","1","NA","NA","NA","NA","3","6","37","12","0","NA","NA","13","1","NA","2","NA","NA","NA","2","NA","1","2","NA","NA","1","1","1","NA","NA","NA","1","2","3","2","NA","2","NA",1,1,1,41641,313,0,11,0,0,0,,0,0,0,0,0,0,1,113623,"2",50,"3","7.4591",1,"a"
"2007","DK",1136232,460.174672489083,"NA","2","2007","NA","4",1988,"1","1","2","DK","2","NA","2","4","NA","2","2","NA","3",,"NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","NA","7","6","7","NA","6","NA","7","NA","2","NA","2","NA","NA","NA",1,1,1,2572,0,0,0,0,0,0,,0,0,0,0,0,0,1,113623,"2",18,"1","7.4591",1,"NA"
"2007","DK",1136233,460.174672489083,"NA","1","2007","NA","4",1960,"2","2","1","DK","2","NA","2","1","NA","NA","NA","NA","3","8","37","12","0","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","6","5","1","NA","NA","NA","7","1","6","NA","1","2","NA","NA","2","NA","2","NA",1,1,1,33713,0,0,391,18,8,0,,0,0,0,0,0,0,1,113623,"2",46,"3","7.4591",1,"NA"
"2007","DK",1137081,460.174672489083,"1308.134","1","2007","NA","1",1980,"1","1","1","EU","1","5","NA","4","NA","NA","1","NA","NA",,"NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","1","4","NA","NA","NA","NA","NA","7","2","NA","NA","2","NA","2","NA","2","NA",1,1,1,2876,0,0,392,804,0,0,,0,0,0,0,0,0,1,113708,"3",26,"3","7.4591",1,"NA"
"2007","DK",1137082,460.174672489083,"NA","2","2007","NA","1",1986,"2","1","3","DK","2","NA","2","4","NA","NA","NA","NA","NA",,"NA","0","0","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","7","NA","6","NA","7","NA","NA","NA","7","NA","NA","NA","NA","3","NA","NA","NA","NA",1,1,1,11721,0,0,0,0,0,0,,0,0,0,0,0,0,1,113708,"3",20,"3","7.4591",1,"NA"
"2007","DK",1137091,460.174672489083,"NA","2","2007","NA","3",1955,"1","2","1","DK","1","NA","5","2","NA","NA","NA","NA","3","2","37","0","0","NA","NA","12","1","NA","2","NA","NA","NA","1","NA","1","NA","NA","1","6","1","NA","1","NA","NA","1","2","3","2","NA","2","NA",1,1,1,37648,0,0,0,201,81,0,,0,0,0,0,1946,0,1,113709,"2",51,"1","7.4591",1,"l-n"
"2007","DK",1137092,460.174672489083,"814.6582","1","2007","NA","2",1984,"1","1","1","DK","2","NA","2","1","NA","1","NA","NA","NA","8","NA","0","0","NA","NA","13","NA","NA","2","NA","NA","NA","6","6","8","8","6","6","5","6","8","6","NA","NA","NA","2","NA","2","NA","2","NA",1,1,1,21655,0,0,9832,3352,0,0,,0,0,0,0,0,0,1,113709,"2",22,"3","7.4591",1,"NA"
"2007","DK",1137093,460.174672489083,"544.039","1","2007","NA","1",1968,"2","2","1","DK","2","NA","3","9","NA","NA","NA","NA","3",,"NA","0","0","NA","NA","4","NA","2","NA","NA","NA","NA","NA","6","2","1","2","NA","5","NA","NA","6","1","3","NA","2","3","2","NA","2","NA",1,1,1,0,0,0,16296,0,0,0,,11321,0,0,22045,0,0,1,113709,"2",38,"1","7.4591",1,"NA"
"2007","DK",1137111,460.174672489083,"720.0442","2","2007","NA","4",1930,"2","4","2","DK","2","NA","2","5","NA","1","2","NA","NA","5","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","1","NA","6","7","6","7","NA","7","6","NA","2","NA","2","NA","2","NA",1,1,1,0,0,0,0,644,0,0,,0,19407,0,0,0,0,1,113711,"2",76,"4","7.4591",1,"NA"
"2007","DK",1137112,460.174672489083,"1328.627","2","2007","NA","3",1926,"1","2","3","DK","2","NA","3","5","NA","NA","NA","NA","3",,"37","12","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","6","2","NA","NA","1","NA","NA","1","NA","NA","3","2","NA","2","NA",1,1,1,0,0,0,5046,0,0,0,,0,24141,0,0,0,0,1,113711,"2",80,"NA","7.4591",1,"NA"
"2007","DK",1137113,460.174672489083,"748.9846","NA","2007","NA","4",1964,"1","2","2","DK","2","NA","3","3","NA","NA","NA","NA","NA","3","NA","0","0","NA","NA","13","NA","NA","NA","NA","NA","NA","1","1","NA","1","1","1","NA","2","2","8","1","2","2","2","3","2","NA","1","NA",1,1,1,25249,0,0,4503,0,0,0,,0,0,0,0,0,0,1,113711,"2",42,"1","7.4591",1,"NA"
"2007","DK",1137221,460.174672489083,"972.8809","1","2007","NA","4",1943,"1","2","3","DK","2","NA","5","1","NA","NA","NA","NA","3","4","37","12","0","NA","NA","10","1","NA","2","NA","NA","NA","1","1","NA","1","6","1","NA","NA","1","NA","NA","1","NA","2","3","2","NA","NA","NA",1,1,1,48930,0,0,2,0,0,0,,0,0,0,0,0,0,1,113722,"2",63,"1","7.4591",1,"NA"
"2007","DK",1137222,460.174672489083,"1117.831","1","2007","NA","1",1947,"2","5","3","DK","2","NA","3","1","NA","NA","NA","NA","3","5","25","12","0","NA","NA","12","1","2","NA","NA","NA","NA","NA","1","NA","NA","6","NA","NA","6","1","1","2","NA","3","2","NA","NA","NA","NA","NA",1,1,1,8709,0,0,392,0,0,0,,23587,0,0,0,0,0,1,113722,"3",59,"3","7.4591",1,"l-n"
"2007","DK",1137223,460.174672489083,"NA","1","2007","NA","2",1979,"2","2","1","DK","1","NA","5","9","NA","NA","2","NA","NA",,"NA","6","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","7","NA","NA","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","2","2","NA","NA","NA",1,1,1,13153,0,0,0,0,0,0,,0,0,0,0,0,0,1,113722,"3",27,"3","7.4591",1,"NA"
"2007","DK",1137541,460.174672489083,"1165.969","NA","2007","NA","4",1979,"2","2","3","DK","2","NA","3","9","NA","1","2","1","3",,"NA","0","0","NA","NA","13","1","NA","NA","1","NA","NA","NA","NA","NA","6","5","NA","1","2","2","NA","1","7","1","2","NA","2","NA","NA","NA",1,1,1,21955,0,0,6600,0,0,0,,0,0,0,0,0,2124,1,113754,"3",27,"1","7.4591",1,"NA"
"2007","DK",1137542,460.174672489083,"1149.284","1","2007","NA","3",1979,"1","1","1","DK","2","NA","3","1","NA","NA","2","1","3","8","36","12","0","NA","NA","NA","NA","2","2","NA","NA","NA","1","NA","6","6","NA","4","NA","1","NA","2","NA","NA","2","2","NA","2","NA","1","NA",1,1,1,33451,0,0,357,80,0,0,,0,0,0,0,0,0,1,113754,"3",27,"NA","7.4591",1,"NA"
"2007","DK",1137632,460.174672489083,"939.3396","1","2007","NA","1",1957,"1","2","3","DK","2","NA","5","1","NA","NA","2","NA","3","2","37","12","0","NA","NA","13","1","2","2","NA","NA","NA","1","1","NA","NA","NA","NA","NA","NA","NA","1","6","1","NA","NA","3","NA","NA","2","NA",1,1,1,155476,0,0,1130,0,0,0,,0,0,0,0,0,0,1,113763,"2",49,"1","7.4591",1,"NA"
"2007","DK",1137633,460.174672489083,"786.5486","1","2007","NA","2",1965,"2","5","2","DK","2","NA","3","1","NA","NA","NA","NA","3","4","NA","12","12","NA","NA","13","NA","2","NA","NA","NA","NA","NA","NA","NA","1","6","1","2","NA","7","NA","5","NA","NA","2","NA","NA","NA","2","NA",1,1,1,0,0,0,0,0,28715,0,,0,0,0,0,0,0,1,113763,"3",41,"2","7.4591",1,"NA"
"2007","DK",1137641,460.174672489083,"NA","2","2007","NA","2",1988,"1","1","2","DK","2","NA","2","4","NA","2","NA","NA","NA",,"NA","12","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","NA","6","6","NA","NA","8","6","7","NA","NA","NA","2","NA","2","NA",1,1,1,5525,0,0,4263,1084,0,0,,0,0,0,0,0,0,1,113764,"2",18,"3","7.4591",1,"NA"
"2007","DK",1137642,460.174672489083,"NA","1","2007","NA","4",1990,"1",,"3",,"2","NA",,,"NA","1","NA","NA","NA",,"NA","0","0","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","7","1","NA","1","1","NA","NA","6","6","NA","NA","NA","2","3","2","NA","NA","NA",1,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,113764,"2",16,"3","7.4591",1,
"2007","DK",1137643,460.174672489083,"833.4259","2","2007","NA","3",1960,"2","2","1","DK","2","NA","3","4","NA","NA","2","NA","3",,"NA","12","0","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","2","2","NA","NA","8","1","NA","1","NA","1","NA","NA","2","3","NA","NA","2","NA",1,1,1,30085,0,0,0,0,74,0,,0,0,0,0,0,0,1,113764,"2",46,"1","7.4591",1,"NA"
"2007","DK",1137831,460.174672489083,"NA","1","2007","NA","2",1959,"1","1","1","DK","2","NA","2","1","NA","NA","NA","NA","2","8","40","12","0","NA","NA","NA","NA","2","NA","NA","NA","NA","1","1","NA","NA","1","1","1","NA","NA","1","1","NA","1","NA","3","NA","NA","NA","NA",1,1,1,57994,0,0,4887,0,0,0,,0,0,0,0,0,0,1,113783,"3",47,"4","7.4591",1,"b-e"
"2007","DK",1137832,460.174672489083,"1020.919","1","2007","NA","4",1987,"2","1","1","DK","2","NA","2","4","NA","NA","2","NA","NA",,"NA","0","0","NA","2","NA","NA","NA","NA","NA","NA","NA","7","7","6","6","1","6","NA","7","7","6","7","6","1","NA","NA","2","NA","2","NA",1,1,1,8071,0,0,53,883,0,0,,0,0,0,0,0,3240,1,113783,"2",19,"1","7.4591",1,"NA"
"2007","DK",1137833,460.174672489083,"NA","2","2007","NA","4",1961,"2","2","1","DK","1","NA","5","1","NA","NA","NA","NA","3","2","37","12","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","1","NA","1","NA","NA","NA","NA","NA","1","NA","1","2","3","NA","NA","NA","NA",1,1,1,53205,0,0,8354,93,0,0,,201,0,0,0,0,0,1,113783,"2",45,"1","7.4591",1,"l-n"
"2007","DK",1138141,460.174672489083,"926.8732","1","2007","NA","4",1973,"2","1","3","Other","2","NA","1","2","NA","1","NA","NA","NA","9","NA","0","0","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","6","NA","6","6","7","5","NA","7","2","8","4","2","3","2","NA","2","NA",1,1,1,23032,0,0,0,162,39,0,,0,0,0,0,0,0,1,113814,"2",33,"1","7.4591",1,"NA"
"2007","DK",1138142,460.174672489083,"1341.386","1","2007","NA","4",1970,"1","1","2","DK","2","NA","3","1","NA","NA","NA","NA","2","3","37","12","0","NA","NA","13","NA","2","2","NA","NA","NA","1","NA","NA","2","1","1","1","1","1","2","1","1","1","2","NA","NA","NA","2","NA",1,1,1,40033,0,0,11,0,0,0,,0,0,0,0,0,0,1,113814,"3",36,"1","7.4591",1,"NA"
"2007","DK",1138151,460.174672489083,"NA","1","2007","NA","3",1972,"1","1","2","DK","2","NA","3","1","NA","NA","NA","NA","3","4","37","12","0","NA","NA","NA","NA","1","NA","NA","NA","NA","1","NA","1","1","NA","NA","NA","8","1","1","NA","1","NA","NA","3","NA","NA","2","NA",1,1,1,112390,0,0,6402,0,0,0,,0,0,0,0,0,0,1,113815,"3",34,"1","7.4591",1,"g"
"2007","DK",1138152,460.174672489083,"NA","2","2007","NA","2",1978,"2","2","1","DK","1","4","3","1","NA","2","1","NA","NA","5","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8","NA","6","6","6","NA","2","6","6","6","6","NA","NA","3","NA","NA","NA","NA",1,1,1,16651,0,0,0,0,0,0,,0,0,0,0,0,0,1,113815,"3",28,"1","7.4591",1,"l-n"
"2007","DK",1138221,460.174672489083,"472.1313","2","2007","NA","3",1976,"1","1","3","DK","2","NA","2","1","NA","1","NA","NA","3","7","37","0","0","NA","NA","NA","1","2","NA","NA","NA","NA","1","NA","1","1","2","NA","NA","NA","1","NA","3","1","1","1","3","2","NA","2","NA",1,1,1,56219,0,0,6698,0,0,0,,0,0,0,0,0,0,1,113822,"2",30,"1","7.4591",1,"NA"
"2007","DK",1138222,460.174672489083,"NA","2","2007","NA","3",1970,"2","1","3","DK","2","NA","5","1","NA","NA","NA","NA","3","3","37","12","0","NA","NA","11","NA","2","2","NA","NA","NA","NA","3","1","1","1","1","1","1","1","1","1","1","1","NA","NA","2","NA","2","NA",1,1,1,39578,4665,4665,33,0,0,0,,0,0,0,0,0,0,1,113822,"2",36,"3","7.4591",1,"k"
"2007","DK",1139171,460.174672489083,"1258.671","1","2007","NA","1",1972,"2","1","1","DK","2","NA","3","1","NA","NA","NA","NA","3","4","55","12","0","NA","NA","13","1","2","NA","NA","NA","NA","1","NA","3","NA","NA","NA","1","1","NA","NA","NA","1","2","NA","3","NA","NA","2","NA",1,1,1,46260,0,0,3862,161,299,0,,0,0,0,0,0,0,1,113917,"2",34,"1","7.4591",1,"i"
"2007","DK",1139173,460.174672489083,"749.3736","1","2007","NA","4",1978,"1","1","1","DK","2","5","3","1","NA","NA","NA","NA","3","4","40","12","0","NA","NA","NA","1","2","2","NA","NA","NA","1","1","1","2","NA","1","1","NA","NA","6","NA","NA","NA","2","3","NA","NA","2","1",1,1,1,43744,0,0,1204,0,0,0,,0,0,0,0,0,0,1,113917,"3",28,"1","7.4591",1,"l-n"
"2007","DK",1139541,460.174672489083,"857.9034","2","2007","NA","3",1951,"1","2","1","DK","1","2","5","1","NA","2","NA","NA","NA","2","NA","12","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","7","8","7","1","7","NA","7","7","NA","3","NA","NA","3","2","NA","NA","NA",1,1,1,47219,0,0,11,0,0,0,,0,0,0,0,0,0,1,113954,"2",55,"1","7.4591",1,"NA"
"2007","DK",1139542,460.174672489083,"847.2922","1","2007","NA","4",1951,"2","2","3","DK","2","5","3","2","NA","1","NA","NA","3","4","NA","12","12","NA","NA","2","NA","2","2","NA","NA","NA","1","NA","NA","NA","5","6","NA","2","2","5","2","NA","NA","2","NA","2","NA","NA","NA",1,1,1,23955,0,0,0,0,0,0,,206,0,0,0,0,0,1,113954,"3",55,"1","7.4591",1,"NA"
"2007","DK",1139543,460.174672489083,"NA","1","2007","NA","2",1986,"2","1","1","DK","2","3","2","1","NA","1","2","NA","NA",,"NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","6","2","NA","NA","6","7","NA","8","6","7","6","5","2","2","2","NA","2","NA",1,1,1,18973,0,0,8030,0,0,0,,0,0,0,0,0,4036,1,113954,"2",20,"4","7.4591",1,"NA"
"2007","DK",1139641,460.174672489083,"1144.092","2","2007","NA","3",1969,"1","1","1","DK","2","3","5","1","NA","1","2","NA","NA","3","NA","0","0","NA","NA","NA","1","NA","NA","NA","NA","NA","5","NA","NA","NA","NA","2","1","NA","1","NA","NA","NA","NA","2","3","2","NA","2","NA",1,1,1,28488,0,0,0,0,0,0,,729,0,0,210,0,0,1,113964,"2",37,"2","7.4591",1,"b-e"
"2007","DK",1139642,460.174672489083,"776.6772","1","2007","NA","3",1972,"2","1","3","DK","2","3","5","1","NA","NA","2","NA","NA","2","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","5","7","NA","NA","NA","NA","2","NA","2","NA","NA","NA",1,1,1,5783,0,0,5280,0,169,0,,5064,0,0,0,0,0,1,113964,"2",34,"3","7.4591",1,"l-n"
"2007","DK",1139711,460.174672489083,"1911.532","2","2007","NA","1",1957,"2","2","3","DK","2","NA","5","1","NA","NA","NA","NA","3","5","37","12","0","NA","NA","NA","1","NA","NA","NA","NA","NA","1","1","NA","NA","NA","1","NA","1","1","NA","NA","1","2","2","NA","2","NA","2","NA",1,1,1,2421,0,0,183,1029,87000,0,,0,0,0,632,0,0,1,113971,"2",49,"3","7.4591",1,"l-n"
"2007","DK",1139712,460.174672489083,"559.2317","2","2007","NA","4",1953,"1","5","1","DK","2","NA","5","1","NA","NA","NA","NA","3","2","45","0","0","NA","NA","NA","NA","2","NA","NA","NA","NA","3","1","1","NA","NA","1","NA","NA","NA","1","NA","1","2","NA","NA","2","NA","2","NA",1,1,1,0,0,0,3022,1663,53707,0,,0,0,0,0,0,0,1,113971,"3",53,"4","7.4591",1,"NA"
"2007","DK",1139721,460.174672489083,"852.1154","1","2007","NA","2",1975,"1","1","1","DK","2","NA","3","1","NA","NA","NA","NA","NA","9","NA","12","12","NA","NA","NA","NA","NA","2","NA","NA","NA","1","NA","NA","1","6","1","1","NA","1","NA","1","1","5","NA","2","1","NA","2","NA",1,1,1,34336,2767,2529,262,0,0,0,,0,0,0,0,0,0,1,113972,"3",31,"3","7.4591",1,"NA"
"2007","DK",1139722,460.174672489083,"1067.193","1","2007","NA","4",1975,"2","2","3","DK","2","NA","5","1","NA","1","2","NA","NA","3","37","12","0","NA","NA","11","1","2","2","NA","NA","NA","2","NA","NA","NA","1","NA","NA","NA","1","1","1","2","3","2","NA","2","NA","1","NA",1,1,1,34846,0,0,467,6006,0,0,,0,0,0,0,0,0,1,113972,"2",31,"3","7.4591",1,"NA"
"2007","DK",1139831,460.174672489083,"714.0889","1","2007","NA","2",1965,"1","2","3","DK","2","NA","5","1","NA","NA","NA","NA","3","3","40","12","0","NA","NA","NA","1","1","NA","NA","NA","NA","1","1","1","1","1","1","NA","1","1","NA","NA","1","3","1","3","NA","NA","2","NA",1,1,1,132766,0,0,3297,6995,179,0,,0,0,0,0,0,0,1,113983,"2",41,"1","7.4591",1,"NA"
"2007","DK",1139832,460.174672489083,"NA","1","2007","NA","1",1974,"2","2","1","DK","2","NA","5","4","NA","1","2","NA","NA",,"27","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","5","6","NA","6","2","NA","3","8","NA","6","6","3","2","2","2","NA","2","NA",1,1,1,19082,0,0,4344,0,0,0,,0,0,0,0,0,3144,1,113983,"2",32,"NA","7.4591",1,"NA"
"2007","DK",1139941,460.174672489083,"597.9764","2","2007","NA","3",1972,"2","2","1","DK","2","3","2","2","NA","NA","NA","NA","NA","5","NA","6","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","2","6","2","NA","6","1","NA","NA","NA","1","NA","2","NA","2","NA","2","NA",1,1,1,30730,0,0,7336,0,0,0,,0,0,0,0,0,0,1,113994,"2",34,"1","7.4591",1,"l-n"
"2007","DK",1139943,460.174672489083,"NA","2","2007","NA","1",1978,"1","2","1","DK","2","NA","3","1","NA","NA","NA","NA","3","5","37","12","0","NA","NA","NA","1","1","NA","NA","NA","NA","1","1","1","NA","NA","3","NA","NA","NA","1","1","1","NA","2","3","2","NA","2","NA",1,1,1,46989,0,0,0,0,0,0,,0,0,0,0,0,1130,1,113994,"2",28,"1","7.4591",1,"l-n"
"2007","DK",1140031,460.174672489083,"643.7143","2","2007","NA","2",1959,"1","1","1","DK","2","NA","3","1","NA","NA","NA","NA","3","7","37","12","12","NA","NA","13","1","NA","NA","NA","NA","NA","NA","NA","1","NA","1","NA","NA","1","NA","NA","1","NA","NA","1","3","2","NA","2","NA",1,1,1,47768,0,0,1842,0,0,0,,0,0,0,798,0,0,1,114003,"3",47,"1","7.4591",1,"g"
"2007","DK",1140033,460.174672489083,"2137.437","1","2007","NA","3",1959,"2","1","1","DK","2","NA","3","3","NA","NA","2","NA","NA","3","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","1","6","6","NA","6","5","NA","NA","2","1","3","NA","NA","2","NA","2","NA",1,1,1,17654,0,0,3714,0,0,0,,0,0,0,0,0,0,1,114003,"3",47,"1","7.4591",1,"NA"
"2007","DK",1140171,460.174672489083,"881.6647","2","2007","NA","1",1979,"2","1","3","DK","2","NA","2","3","NA","NA","2","NA","NA","5","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","6","1","7","6","6","NA","6","6","6","NA","6","NA","2","3","2","NA","2","NA",1,1,1,0,0,0,136,0,0,0,,9849,0,0,0,0,9171,1,114017,"3",27,"1","7.4591",1,"NA"
"2007","DK",1140174,460.174672489083,"779.6946","1","2007","NA","3",1975,"1","1","3","DK","2","NA","3","1","NA","NA","NA","NA","3","7","50","12","0","NA","NA","13","1","NA","NA","NA","NA","NA","1","6","1","NA","1","1","NA","NA","3","NA","NA","NA","NA","2","NA","NA","NA","2","NA",1,1,1,56514,0,0,0,0,16,0,,0,0,0,0,0,0,1,114017,"2",31,"3","7.4591",1,"f"
"2007","DK",1140671,460.174672489083,"NA","1","2007","NA","1",1963,"2","2","3","DK","2","NA","3","1","NA","NA","2","NA","NA","3","NA","0","12","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","8","NA","5","6","6","6","NA","6","6","5","2","NA","NA","NA","2","NA",1,1,1,19041,0,0,3578,0,0,0,,0,0,0,0,0,0,1,114067,"3",43,"1","7.4591",1,"NA"
"2007","DK",1140672,460.174672489083,"786.4814","1","2007","NA","2",1963,"1","5","3","DK","2","NA","3","1","NA","NA","NA","NA","3","9","37","12","0","NA","NA","13","1","2","2","NA","NA","NA","1","3","1","NA","1","1","6","NA","3","NA","NA","1","NA","NA","3","2","NA","NA","NA",1,1,1,47663,589,0,164,2268,0,0,,0,0,0,0,0,0,1,114067,"2",43,"1","7.4591",1,"g"
"2007","DK",1140971,460.174672489083,"NA","2","2007","NA","1",1977,"2","2","3","DK","2","NA","5","1","NA","NA","NA","NA","3","0 - 1","37","0","0","NA","NA","13","NA","NA","NA","NA","NA","NA","1","1","6","2","6","6","NA","1","6","6","NA","2","1","2","2","2","NA","NA","NA",1,1,1,35699,0,0,602,0,0,0,,0,0,0,0,0,0,1,114097,"3",29,"1","7.4591",1,"l-n"
"2007","DK",1140972,460.174672489083,"NA","2","2007","NA","4",1962,"1","1","2","DK","2","NA","3","1","NA","NA","NA","NA","3","2","NA","12","0","NA","NA","NA","1","2","NA","NA","NA","NA","1","NA","NA","NA","1","NA","NA","1","3","3","NA","NA","1","2","NA","2","NA","2","NA",1,1,1,46582,0,0,0,0,0,0,,0,0,0,0,0,0,1,114097,"3",44,"1","7.4591",1,"l-n"
"2007","DK",1141221,460.174672489083,"NA","2","2007","NA","3",1952,"2","2","1","DK","2","5","5","2","NA","NA","2","NA","NA","2","NA","12","0","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","6","NA","2","NA","2","NA","NA","NA",1,1,1,26389,0,0,0,0,0,0,,0,0,0,0,0,0,1,114122,"3",54,"2","7.4591",1,"l-n"
"2007","DK",1141222,460.174672489083,"559.6552","2","2007","NA","2",1988,"2","1","2","DK","1","NA","2","4","NA","1","NA","NA","NA",,"50","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","6","8","6","NA","7","8","NA","NA","NA","NA","NA","NA","2","NA","NA","NA",1,1,1,3033,0,0,0,682,0,0,,0,0,0,0,0,0,1,114122,"2",18,"4","7.4591",1,"NA"
